"device_id","timestamp","kpa"
"e6a7010702000017","2022-10-30 00:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 15:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 15:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 15:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 15:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 16:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 16:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 16:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 16:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 17:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 17:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 17:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 17:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 18:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 18:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 18:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 18:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 19:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 19:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 19:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 19:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 20:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 20:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 20:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 20:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 21:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 21:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 21:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 21:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 22:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 22:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 22:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 22:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 23:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 23:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 23:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-01 23:45:00","4016.3759758604997"
"e6a7010702000017","2022-11-02 00:00:00","4016.3759758604997"
"e6a7010702000017","2022-11-02 00:15:00","4016.3759758604997"
"e6a7010702000017","2022-11-02 00:30:00","4016.3759758604997"
"e6a7010702000017","2022-11-02 00:45:00","4016.3759758604997"
